ts,source,symbol,side,rsi_value,change_24h,oracle_type,btc_bias,entry_price,f_strength,f_chase,f_regime,confirm_would_fire,confluence_count,repeat_n,adx_value,adx_regime,btc_adx_regime,decision,outcome,ret_pct,r_mult,mfe_pct,mae_pct,hours,confirm_fired,confirm_outcome,confirm_r,alt_outcome,alt_r
2026-06-30T15:53:50.764125-05:00,rsi_extreme,CRCL-USDT,buy,9.7,-17.87,,,62.52,True,False,,False,,4,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-30T17:56:14.605900-05:00,rsi_extreme,CRCL-USDT,buy,14.9,-17.34,,,62.96,True,False,,False,,5,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-30T20:14:19.083876-05:00,rsi_extreme,CRCL-USDT,buy,14.4,-17.0,,,62.34,True,False,,False,,6,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-07-01T02:11:39.406032-05:00,rsi_extreme,CRCL-USDT,buy,14.8,-18.76,,,61.17,True,False,,False,,7,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-07-01T09:00:20.887806-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,59400.4,,,,,1,1,,,bear_trending_strong,counter_bias,win_full,3.0,2.0,4.047,0.209,23.2,,,,win_full,1.5
2026-07-01T11:00:42.221489-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,60114.3,,,,,1,2,,,bear_trending_strong,counter_bias,tp_then_be,1.0,0.667,2.013,0.549,7.6,,,,tp_then_be,0.5
2026-07-01T15:26:35.959224-05:00,rsi_extreme,TLM-USDT,sell,95.1,85.17,,bull,0.001574,True,False,False,False,,1,47.3,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,24.028,0.0,yes,win_full,1.5,loss_sl,-1.0
2026-07-01T17:00:36.115042-05:00,oraclealgo,BTC-USDT,buy,,,BOS,bull,60806.8,,,,,1,3,,,bear_trending_strong,enter,loss_sl,-1.5,-1.0,0.851,1.728,2.2,,,,loss_sl,-1.0
2026-07-01T17:26:20.699996-05:00,rsi_extreme,TLM-USDT,sell,95.1,79.84,,bull,0.001527,True,False,False,False,,2,53.8,trending_strong,bear_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,1.709,17.682,0.2,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-01T17:42:07.724094-05:00,rsi_extreme,TAIKO-USDT,sell,91.3,490.3,,bull,0.4565,True,False,False,False,,1,77.6,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,44.578,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-01T19:10:27.880379-05:00,rsi_extreme,AERGO-USDT,sell,90.7,42.91,,,0.0323,True,False,,False,,1,,,bear_trending_strong,enter,no_data,,,,,,,,,,
2026-07-01T20:00:18.034729-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,59713.0,,,,,1,4,,,bear_trending_strong,enter,loss_sl,-1.5,-1.0,0.0,1.7,2.4,,,,loss_sl,-1.0
2026-07-01T23:56:37.037529-05:00,rsi_extreme,BIRB-USDT,sell,90.1,63.84,,,0.089,True,False,,False,,1,35.1,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,2.551,8.427,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-02T01:08:36.068397-05:00,rsi_extreme,ME-USDT,sell,90.1,22.98,,,0.0723,True,False,,False,,1,38.5,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,8.824,0.0,yes,win_full,1.5,loss_sl,-1.0
2026-07-02T02:16:28.243669-05:00,rsi_extreme,BREV-USDT,sell,90.9,42.63,,,0.0981,True,False,,False,,1,41.8,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,10.683,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-02T02:46:55.904856-05:00,rsi_extreme,VELVET-USDT,buy,15.0,-52.03,,,0.7505,True,False,,False,,1,18.6,ranging_calm,bear_trending_strong,enter,loss_sl,-5.0,-1.0,3.193,12.177,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-02T04:23:44.484041-05:00,rsi_extreme,BREV-USDT,sell,90.0,55.99,,,0.1072,True,False,,False,,2,48.4,trending_strong,bear_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,0.0,5.728,0.0,yes,tp_then_be,0.5,loss_sl,-1.0
2026-07-02T04:47:22.327909-05:00,rsi_extreme,VELVET-USDT,buy,12.3,-66.0,,,0.5321,True,False,,False,,2,26.3,trending_moderate,bear_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,2.157,7.636,0.2,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-02T05:01:12.988384-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,61083.0,,,,,1,5,,,bear_trending_strong,counter_bias,open,2.287,1.525,3.885,0.065,72.0,,,,open,1.143
2026-07-02T06:53:22.437042-05:00,rsi_extreme,VELVET-USDT,buy,15.0,-63.0,,,0.5343,True,False,,False,,3,33.3,trending_strong,bear_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,5.922,5.527,0.4,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-02T08:54:13.169679-05:00,rsi_extreme,VELVET-USDT,buy,14.4,-64.57,,,0.509,True,False,,False,,4,38.8,trending_strong,bear_trending_strong,repeat_alert,win_full,7.5,1.5,19.843,2.012,0.2,yes,win_full,1.5,win_full,1.375
2026-07-02T23:18:45.303323-05:00,rsi_extreme,ZKP-USDT,sell,92.0,37.27,,,0.0621,True,False,,False,,1,49.4,trending_strong,bear_trending_moderate,enter,loss_sl,-5.0,-1.0,0.0,8.937,0.0,no,,,loss_sl,-1.0
2026-07-03T04:32:38.238609-05:00,rsi_extreme,ARPA-USDT,sell,93.9,38.88,,,0.011,True,False,,False,,1,47.1,trending_strong,bear_trending_moderate,enter,loss_sl,-5.0,-1.0,3.818,5.627,0.1,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-03T06:33:29.140336-05:00,rsi_extreme,ARPA-USDT,sell,94.0,52.54,,,0.0121,True,False,,False,,2,53.8,trending_strong,bear_trending_moderate,repeat_alert,loss_sl,-5.0,-1.0,2.322,6.926,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-03T07:01:30.259339-05:00,oraclealgo,BTC-USDT,buy,,,BOS,htf_bull,62001.3,,,,,1,1,,,bull_trending_moderate,enter,tp_then_be,1.0,0.667,3.223,0.485,72.0,,,,tp_then_be,0.5
2026-07-03T07:22:49.684641-05:00,rsi_extreme,MANA-USDT,sell,93.3,17.97,,,0.0754,True,False,,False,,1,48.0,trending_strong,bull_trending_moderate,enter,win_full,7.5,1.5,11.127,3.833,71.7,yes,win_full,1.5,win_full,1.375
2026-07-03T18:56:51.087624-05:00,rsi_extreme,1000BONK-USDT,sell,90.1,14.69,,,0.004979,True,False,,True,,1,,,bull_trending_moderate,enter,no_data,,,,,,,,,,
2026-07-03T21:24:59.989142-05:00,rsi_extreme,HMSTR-USDT,sell,90.2,53.23,,,0.000285,True,False,,False,,1,69.8,trending_strong,bull_trending_moderate,enter,loss_sl,-5.0,-1.0,4.772,6.211,1.1,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-03T23:24:31.233400-05:00,rsi_extreme,HMSTR-USDT,sell,92.3,64.83,,,0.000305,True,False,,False,,2,75.5,trending_strong,bull_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,1.639,6.59,0.8,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-04T01:24:48.220942-05:00,rsi_extreme,HMSTR-USDT,sell,93.5,71.65,,,0.00032,True,False,,False,,3,77.9,trending_strong,bull_trending_moderate,repeat_alert,loss_sl,-5.0,-1.0,3.094,5.562,0.3,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-04T03:34:39.707293-05:00,rsi_extreme,HMSTR-USDT,sell,91.5,75.09,,,0.00034,True,False,,False,,4,79.7,trending_strong,bull_trending_strong,repeat_alert,win_full,7.5,1.5,11.765,0.971,0.8,yes,win_full,1.5,win_full,1.375
2026-07-04T06:26:05.670340-05:00,rsi_extreme,HMSTR-USDT,sell,91.3,101.81,,,0.000402,True,False,,False,,5,83.9,trending_strong,bull_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,7.264,6.716,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-04T08:26:13.635831-05:00,rsi_extreme,OGN-USDT,sell,92.9,37.61,,,0.0215,True,False,,False,,1,45.6,trending_strong,bull_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,6.93,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-04T09:42:04.777635-05:00,rsi_extreme,VANRY-USDT,sell,91.3,43.65,,,0.004252,True,False,,False,,1,30.5,trending_strong,bull_trending_strong,enter,win_full,7.5,1.5,41.933,0.0,0.1,yes,win_full,1.5,win_full,1.375
2026-07-04T13:00:53.219514-05:00,oraclealgo,BTC-USDT,buy,,,BOS,htf_bull,63218.9,,,,,1,1,,,bull_trending_strong,already_open,loss_sl,-1.5,-1.0,1.235,2.052,42.0,,,,loss_sl,-1.0
2026-07-05T13:11:25.916568-05:00,rsi_extreme,ES-USDT,sell,90.7,67.82,,bear,0.0103,True,False,True,False,,1,39.6,trending_strong,bull_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,15.252,0.0,no,,,loss_sl,-1.0
2026-07-05T17:01:09.374973-05:00,oraclealgo,BTC-USDT,buy,,,BOS,htf_bull,63043.8,,,,,1,1,,,bull_trending_strong,enter,loss_sl,-1.5,-1.0,1.517,1.78,14.0,,,,loss_sl,-1.0
2026-07-06T05:00:20.090525-05:00,oraclealgo,BTC-USDT,sell,,,,bear,62632.6,,,,,1,2,,,bull_trending_strong,enter,tp_then_be,1.0,0.667,2.096,0.632,5.7,,,,tp_then_be,0.5
2026-07-06T07:00:56.501452-05:00,oraclealgo,BTC-USDT,sell,,,MSS,bear,62292.6,,,,,1,3,,,bull_trending_strong,already_open,loss_sl,-1.5,-1.0,1.561,2.002,3.8,,,,loss_sl,-1.0
2026-07-06T07:05:02.497737-05:00,rsi_extreme,TAIKO-USDT,buy,14.7,-11.63,,bear,0.0864,True,True,False,False,,1,58.0,trending_strong,bull_trending_strong,enter,loss_sl,-5.0,-1.0,3.912,5.382,29.4,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-06T10:21:12.640821-05:00,rsi_extreme,YFI-USDT,sell,90.0,27.6,,bear,2316.0,True,False,True,False,,1,61.6,trending_strong,bull_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,8.808,0.3,no,,,loss_sl,-1.0
2026-07-06T11:00:30.843156-05:00,oraclealgo,BTC-USDT,buy,,,,bear,63375.0,,,,,1,4,,,bull_trending_strong,counter_bias,tp_then_be,1.0,0.667,2.075,0.131,10.8,,,,tp_then_be,0.5
2026-07-06T12:02:12.756801-05:00,rsi_extreme,BLUR-USDT,sell,92.1,33.48,,,0.02,True,False,,False,,1,34.9,trending_strong,bull_trending_moderate,enter,loss_sl,-5.0,-1.0,0.0,12.95,0.0,no,,,loss_sl,-1.0
2026-07-06T12:21:09.966985-05:00,rsi_extreme,YFI-USDT,sell,90.3,44.29,,,2629.0,True,False,,False,,2,65.8,trending_strong,bull_trending_moderate,repeat_alert,loss_sl,-5.0,-1.0,3.682,5.439,7.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-06T15:11:22.420304-05:00,rsi_extreme,US-USDT,sell,90.9,41.78,,bull,0.0236,True,False,False,False,,1,34.1,trending_strong,bull_trending_moderate,enter,tp_then_be,2.5,0.5,6.034,1.551,1.1,yes,tp_then_be,0.5,tp_then_be,0.375
2026-07-06T15:11:23.556067-05:00,rsi_extreme,US-USDT,sell,90.9,41.81,,bull,0.0236,True,False,False,False,,2,34.1,trending_strong,bull_trending_moderate,repeat_alert,tp_then_be,2.5,0.5,6.034,1.551,1.1,yes,tp_then_be,0.5,tp_then_be,0.375
2026-07-06T16:37:44.427027-05:00,rsi_extreme,TRIA-USDT,sell,90.4,38.22,,bull,0.0321,True,False,False,False,,1,,,bull_trending_moderate,enter,no_data,,,,,,,,,,
2026-07-06T17:00:44.373145-05:00,oraclealgo,BTC-USDT,buy,,,MSS,bull,64390.4,,,,,1,5,,,bull_trending_moderate,enter,loss_sl,-1.5,-1.0,0.164,1.706,4.8,,,,loss_sl,-1.0
2026-07-06T17:11:22.803153-05:00,rsi_extreme,US-USDT,sell,91.2,44.59,,bull,0.024,True,False,False,False,,3,46.7,trending_strong,bull_trending_moderate,repeat_alert,loss_sl,-5.0,-1.0,0.958,6.2,0.1,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-07T04:26:30.395723-05:00,rsi_extreme,TAC-USDT,sell,90.0,60.7,,,0.0481,True,True,,False,,1,,,bull_indecisive,pending_confirm,no_data,,,,,,,,,,
2026-07-07T05:00:47.577645-05:00,rsi_extreme,EVAA-USDT,sell,93.5,56.39,,,1.46,True,True,,False,,1,68.6,trending_strong,bull_indecisive,pending_confirm,loss_sl,-5.0,-1.0,3.089,6.575,0.3,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-07T06:30:15.512302-05:00,rsi_extreme,GWEI-USDT,buy,14.8,-18.68,,,0.1072,True,True,,False,,1,31.0,trending_strong,bull_indecisive,pending_confirm,win_full,7.5,1.5,16.063,0.0,0.1,yes,win_full,1.5,win_full,1.375
2026-07-07T07:00:41.119350-05:00,rsi_extreme,MAGMA-USDT,buy,14.5,-27.74,,,0.3553,True,True,,False,,1,59.4,trending_strong,bull_indecisive,pending_confirm,loss_sl,-5.0,-1.0,2.285,5.97,0.1,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-07T08:14:23.917751-05:00,rsi_extreme,EVAA-USDT,sell,90.5,83.64,,,1.73,True,True,,False,,2,73.6,trending_strong,bull_indecisive,repeat_alert,loss_sl,-5.0,-1.0,4.098,7.809,0.3,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-07T09:43:00.242474-05:00,rsi_extreme,SOXL-USDT,buy,14.8,-27.84,,,150.75,True,True,,False,,1,,,bull_indecisive,pending_confirm,no_data,,,,,,,,,,
2026-07-07T10:41:04.515892-05:00,rsi_extreme,EVAA-USDT,sell,91.5,112.15,,,2.01,True,False,,False,,3,74.7,trending_strong,bull_indecisive,repeat_alert,loss_sl,-5.0,-1.0,4.94,17.592,0.6,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-07T11:39:39.760763-05:00,rsi_extreme,VELVET-USDT,buy,13.4,-33.65,,,0.3355,True,True,,False,,1,38.0,trending_strong,bull_indecisive,pending_confirm,win_full,7.5,1.5,23.481,1.362,0.2,yes,win_full,1.5,win_full,1.375
2026-07-07T12:30:01.152682-05:00,rsi_extreme,LAB-USDT,buy,15.0,-62.48,,,5.41,True,True,,False,,1,34.9,trending_strong,bull_indecisive,pending_confirm,loss_sl,-5.0,-1.0,10.906,39.908,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-07T12:41:07.703730-05:00,rsi_extreme,EVAA-USDT,sell,92.4,172.69,,,2.65,True,False,,False,,4,75.7,trending_strong,bull_indecisive,repeat_alert,win_full,7.5,1.5,18.777,4.294,0.3,yes,win_full,1.5,win_full,1.375
2026-07-07T13:41:40.607370-05:00,rsi_extreme,VELVET-USDT,buy,15.0,-24.84,,,0.3761,True,True,,False,,2,43.1,trending_strong,bull_indecisive,repeat_alert,win_full,7.5,1.5,10.784,1.622,4.2,yes,win_full,1.5,win_full,1.375
2026-07-07T16:25:33.500150-05:00,rsi_extreme,GRASS-USDT,buy,15.0,-20.7,,,0.4226,True,True,,False,,1,31.2,trending_strong,bull_indecisive,pending_confirm,loss_sl,-5.0,-1.0,2.059,5.466,4.3,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-07T19:11:24.671024-05:00,rsi_extreme,AGLD-USDT,sell,90.1,27.06,,,0.1845,True,True,,False,,1,53.0,trending_strong,bull_indecisive,pending_confirm,win_full,7.5,1.5,10.298,4.39,1.8,yes,win_full,1.5,win_full,1.375
2026-07-07T21:01:26.571899-05:00,oraclealgo,BTC-USDT,sell,,,,stale-bull,62877.0,,,,,1,1,,,bull_ranging_calm,no_bias,tp_then_be,1.0,0.667,2.116,0.345,28.8,,,,tp_then_be,0.5
2026-07-07T22:55:39.957985-05:00,rsi_extreme,GRASS-USDT,buy,14.9,-32.3,,,0.3601,True,True,,False,,2,46.9,trending_strong,bull_ranging_calm,repeat_alert,loss_sl,-5.0,-1.0,2.444,6.304,1.2,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-07T23:01:24.085401-05:00,oraclealgo,BTC-USDT,sell,,,MSS,stale-bull,62726.5,,,,,1,2,,,bull_ranging_calm,no_bias,loss_sl,-1.5,-1.0,1.881,1.877,45.8,,,,loss_sl,-1.0
2026-07-08T00:55:33.907269-05:00,rsi_extreme,GRASS-USDT,buy,13.8,-36.06,,,0.3425,True,True,,False,,3,51.9,trending_strong,bull_ranging_calm,repeat_alert,win_full,7.5,1.5,11.766,0.0,8.8,yes,win_full,1.5,win_full,1.375
2026-07-08T04:07:24.405133-05:00,rsi_extreme,MYX-USDT,buy,14.5,-21.97,,bear,0.0627,True,True,False,False,,1,38.4,trending_strong,bull_ranging_calm,pending_confirm,tp_then_be,2.5,0.5,5.04,2.329,5.7,yes,win_full,1.5,tp_then_be,0.375
2026-07-08T07:50:28.209852-05:00,rsi_extreme,GWEI-USDT,buy,14.9,-26.3,,bear,0.0844,True,True,False,False,,1,72.8,trending_strong,bull_ranging_calm,pending_confirm,win_full,7.5,1.5,12.239,3.424,1.3,yes,win_full,1.5,win_full,1.375
2026-07-08T13:13:54.977891-05:00,rsi_extreme,POWER-USDT,sell,90.3,49.99,,,0.112,True,True,,False,,1,52.9,trending_strong,bull_ranging_calm,pending_confirm,loss_sl,-5.0,-1.0,0.643,5.304,0.1,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-08T15:14:09.132331-05:00,rsi_extreme,POWER-USDT,sell,91.2,56.26,,,0.1147,True,True,,False,,2,58.5,trending_strong,bull_ranging_calm,repeat_alert,win_full,7.5,1.5,13.566,4.115,0.5,yes,win_full,1.5,win_full,1.375
2026-07-09T03:55:03.560989-05:00,rsi_extreme,10000NEX-USDT,sell,90.3,33.56,,,0.0351,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-09T05:01:19.731660-05:00,rsi_extreme,TAC-USDT,buy,13.9,-16.25,,,0.002618,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-09T07:02:27.402201-05:00,rsi_extreme,TAC-USDT,buy,11.3,-20.57,,,0.002637,True,True,,False,,2,,,bull_ranging_calm,repeat_alert,no_data,,,,,,,,,,
2026-07-09T09:02:23.496142-05:00,rsi_extreme,TAC-USDT,buy,12.3,-19.09,,,0.002678,True,True,,False,,3,,,bull_ranging_calm,repeat_alert,no_data,,,,,,,,,,
2026-07-09T13:01:30.969219-05:00,oraclealgo,BTC-USDT,buy,,,,stale-bear,63156.2,,,,,1,1,,,bull_ranging_calm,no_bias,open,1.733,1.155,2.437,0.373,72.0,,,,open,0.867
2026-07-09T14:00:36.448196-05:00,rsi_extreme,US-USDT,sell,90.6,59.56,,,0.0296,True,True,,False,,1,40.7,trending_strong,bull_ranging_calm,pending_confirm,win_full,7.5,1.5,10.611,1.091,2.5,yes,win_full,1.5,win_full,1.375
2026-07-09T21:01:08.028441-05:00,oraclealgo,BTC-USDT,buy,,,MSS,stale-bear,63775.3,,,,,1,2,,,bull_ranging_calm,no_bias,open,-0.695,-0.464,1.442,0.755,72.0,,,,open,-0.348
2026-07-10T01:20:03.877059-05:00,rsi_extreme,SKL-USDT,sell,90.2,65.76,,,0.00578,True,True,,False,,1,66.0,trending_strong,bull_ranging_calm,pending_confirm,loss_sl,-5.0,-1.0,0.0,9.066,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-10T03:20:37.120401-05:00,rsi_extreme,SKL-USDT,sell,90.3,65.53,,,0.00581,True,True,,False,,2,68.7,trending_strong,bull_ranging_calm,repeat_alert,tp_then_be,2.5,0.5,5.336,4.32,0.8,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-10T04:23:43.602495-05:00,rsi_extreme,VELVET-USDT,sell,90.0,55.87,,,0.6431,True,True,,False,,1,43.1,trending_strong,bull_ranging_calm,pending_confirm,loss_sl,-5.0,-1.0,1.948,7.876,0.4,yes,loss_sl,-1.0,loss_sl,-1.0
2026-07-10T13:12:41.680671-05:00,rsi_extreme,XPIN-USDT,sell,90.2,24.0,,bull,0.001841,True,True,False,False,,1,43.6,trending_strong,bull_indecisive,pending_confirm,loss_sl,-5.0,-1.0,4.574,6.735,6.1,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-10T21:06:37.938545-05:00,rsi_extreme,VIRTUAL-USDT,sell,90.1,17.93,,,0.6318,True,True,,True,,1,55.4,trending_strong,bull_indecisive,pending_confirm,win_full,7.5,1.5,10.32,2.564,47.9,yes,win_full,1.5,win_full,1.375
2026-07-11T02:13:59.498489-05:00,rsi_extreme,GWEI-USDT,buy,15.0,-27.33,,,0.0562,True,True,,False,,1,47.5,trending_strong,bull_indecisive,pending_confirm,win_full,7.5,1.5,10.391,0.0,0.3,yes,win_full,1.5,win_full,1.375
2026-07-11T04:47:21.433230-05:00,rsi_extreme,ELSA-USDT,sell,90.4,20.36,,,0.0605,True,True,,False,,1,51.6,trending_strong,bull_indecisive,pending_confirm,win_full,7.5,1.5,11.207,2.777,0.7,yes,win_full,1.5,win_full,1.375
2026-07-11T08:39:14.464854-05:00,rsi_extreme,CAP-USDT,buy,14.6,-16.38,,,0.0168,True,True,,False,,1,,,bull_indecisive,pending_confirm,no_data,,,,,,,,,,
2026-07-11T10:00:44.259469-05:00,oraclealgo,BTC-USDT,buy,,,BOS,stale-bull,64331.8,,,,,1,1,,,bull_indecisive,no_bias,loss_sl,-1.5,-1.0,0.246,1.613,35.0,,,,loss_sl,-1.0
2026-07-11T10:40:29.570435-05:00,rsi_extreme,CAP-USDT,buy,14.8,-16.47,,,0.0166,True,True,,False,,2,,,bull_indecisive,repeat_alert,no_data,,,,,,,,,,
2026-07-11T14:15:18.374541-05:00,rsi_extreme,SXT-USDT,sell,90.0,31.96,,,0.009166,True,True,,False,,1,40.9,trending_strong,bull_indecisive,pending_confirm,loss_sl,-5.0,-1.0,0.0,5.509,0.0,no,,,loss_sl,-1.0
2026-07-11T19:01:41.563188-05:00,oraclealgo,BTC-USDT,sell,,,MSS,stale-bull,63854.6,,,,,1,2,,,bull_indecisive,no_bias,tp_then_be,1.0,0.667,3.176,0.906,60.8,,,,tp_then_be,0.5
2026-07-11T19:06:07.710706-05:00,rsi_extreme,CAP-USDT,buy,14.6,-19.94,,,0.0158,True,True,,False,,3,,,bull_indecisive,pending_confirm,no_data,,,,,,,,,,
2026-07-12T02:50:05.063858-05:00,rsi_extreme,RIVER-USDT,buy,13.5,-11.55,,,3.26,True,True,,False,,1,,,bull_indecisive,pending_confirm,no_data,,,,,,,,,,
2026-07-12T08:46:12.698766-05:00,rsi_extreme,DEXE-USDT,sell,90.0,27.64,,,47.7,True,True,,False,,1,53.5,trending_strong,bull_ranging_calm,pending_confirm,tp_then_be,2.5,0.5,8.556,3.841,0.8,yes,tp_then_be,0.5,tp_then_be,0.375
2026-07-12T12:05:43.619856-05:00,rsi_extreme,DEXE-USDT,sell,90.2,25.4,,,47.5,True,True,,False,,2,57.2,trending_strong,bull_ranging_calm,pending_confirm,win_full,7.5,1.5,10.872,4.509,21.0,yes,loss_sl,-1.0,tp_then_be,0.375
2026-07-12T14:51:01.354633-05:00,rsi_extreme,DEXE-USDT,sell,90.2,24.57,,,48.1,True,True,,False,,3,58.1,trending_strong,bull_ranging_calm,pending_confirm,win_full,7.5,1.5,10.025,3.206,16.7,yes,win_full,1.5,tp_then_be,0.375
2026-07-12T14:51:02.476366-05:00,rsi_extreme,DEXE-USDT,sell,90.2,24.55,,,48.09,True,True,,False,,4,58.1,trending_strong,bull_ranging_calm,pending_confirm,win_full,7.5,1.5,10.006,3.227,16.7,yes,win_full,1.5,tp_then_be,0.375
2026-07-12T17:03:52.503887-05:00,rsi_extreme,XAG-USDT,buy,12.7,-1.3,,,59.1,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T18:04:41.982333-05:00,rsi_extreme,XAU-USDT,buy,14.9,-0.99,,,4074.31,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T19:18:49.277388-05:00,rsi_extreme,SKHYNIX-USDT,buy,13.1,-5.52,,,1395.59,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T20:20:59.021968-05:00,rsi_extreme,DRAM-USDT,buy,14.5,-5.01,,,59.67,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T20:23:58.752949-05:00,rsi_extreme,EWY-USDT,buy,15.0,-3.08,,,176.7,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T20:32:52.121134-05:00,rsi_extreme,SNDK-USDT,buy,14.9,-5.56,,,1835.52,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T20:32:54.072183-05:00,rsi_extreme,SPCX-USDT,buy,14.7,-1.59,,,143.28,True,True,,False,,1,47.1,trending_strong,bull_ranging_calm,pending_confirm,loss_sl,-5.0,-1.0,0.0,16.248,0.0,no,,,loss_sl,-1.0
2026-07-12T20:50:39.898804-05:00,rsi_extreme,SOXL-USDT,buy,15.0,-7.11,,,181.55,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T20:53:39.334145-05:00,rsi_extreme,MU-USDT,buy,14.9,-3.46,,,943.04,True,True,,False,,1,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T21:01:05.423331-05:00,oraclealgo,BTC-USDT,sell,,,,stale-bull,63390.2,,,,,1,1,,,bull_ranging_calm,no_bias,tp_then_be,1.0,0.667,2.467,0.305,34.5,,,,tp_then_be,0.5
2026-07-12T21:01:06.050055-05:00,oraclealgo,BTC-USDT,sell,,,BOS,stale-bull,63390.2,,,,,2,2,,,bull_ranging_calm,no_bias,tp_then_be,1.0,0.667,2.467,0.305,34.5,,,,tp_then_be,0.5
2026-07-12T21:18:52.823377-05:00,rsi_extreme,SKHYNIX-USDT,buy,8.5,-9.66,,,1330.43,True,True,,False,,2,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T21:50:01.104522-05:00,rsi_extreme,XAG-USDT,buy,15.0,-2.31,,,58.39,True,True,,False,,2,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T22:20:37.890942-05:00,rsi_extreme,DRAM-USDT,buy,10.2,-8.09,,,57.97,True,True,,False,,2,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T22:23:30.932067-05:00,rsi_extreme,EWY-USDT,buy,8.4,-6.52,,,170.43,True,True,,False,,2,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
2026-07-12T22:33:33.580483-05:00,rsi_extreme,SNDK-USDT,buy,12.8,-7.1,,,1813.91,True,True,,False,,2,,,bull_ranging_calm,pending_confirm,no_data,,,,,,,,,,
