ts,source,symbol,side,rsi_value,change_24h,oracle_type,btc_bias,entry_price,f_strength,f_chase,f_regime,confirm_would_fire,confluence_count,repeat_n,adx_value,adx_regime,btc_adx_regime,decision,outcome,ret_pct,r_mult,mfe_pct,mae_pct,hours,confirm_fired,confirm_outcome,confirm_r,alt_outcome,alt_r
2026-06-14T13:26:47.873277-05:00,rsi_extreme,SIREN-USDT,buy,15.0,-60.4,,,0.0505,True,False,,,,5,58.3,trending_strong,bear_ranging_calm,repeat_alert,win_full,7.5,1.5,82.376,0.0,0.1,yes,win_full,1.5,win_full,1.375
2026-06-14T14:06:53.431756-05:00,rsi_extreme,EVAA-USDT,sell,90.9,58.43,,,0.6334,True,False,,,,2,57.8,trending_strong,bear_ranging_calm,repeat_alert,loss_sl,-5.0,-1.0,0.853,6.394,0.1,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-14T15:27:08.583486-05:00,rsi_extreme,SIREN-USDT,buy,13.2,-66.88,,bear,0.0421,True,False,False,,,6,58.0,trending_strong,bear_ranging_calm,repeat_alert,win_full,7.5,1.5,123.04,0.0,0.1,yes,win_full,1.5,win_full,1.375
2026-06-14T15:28:30.248070-05:00,rsi_extreme,PUFFER-USDT,sell,91.6,48.65,,bear,0.0215,True,False,True,,,1,61.7,trending_strong,bear_ranging_calm,enter,win_full,7.5,1.5,11.767,4.837,1.4,yes,win_full,1.5,tp_then_be,0.375
2026-06-14T16:07:21.201945-05:00,rsi_extreme,EVAA-USDT,sell,94.6,82.29,,bear,0.7206,True,False,True,,,3,60.5,trending_strong,bear_ranging_calm,repeat_alert,loss_sl,-5.0,-1.0,2.581,10.519,0.5,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-14T17:00:54.318545-05:00,oraclealgo,BTC-USDT,buy,,,,bear,65313.9,,,,,1,3,,,bear_ranging_calm,counter_bias,tp_then_be,1.0,0.667,3.037,0.557,57.8,,,,tp_then_be,0.5
2026-06-14T17:00:54.866569-05:00,oraclealgo,BTC-USDT,buy,,,MSS,bear,65313.9,,,,,2,4,,,bear_ranging_calm,counter_bias,tp_then_be,1.0,0.667,3.037,0.557,57.8,,,,tp_then_be,0.5
2026-06-14T17:28:10.585468-05:00,rsi_extreme,SIREN-USDT,buy,12.3,-66.61,,bear,0.0404,True,False,False,,,7,60.4,trending_strong,bear_ranging_calm,repeat_alert,win_full,7.5,1.5,106.436,0.0,0.1,yes,win_full,1.5,win_full,1.375
2026-06-14T17:41:49.059364-05:00,rsi_extreme,OPG-USDT,sell,90.3,73.79,,bear,0.305,True,False,True,,,1,58.0,trending_strong,bear_ranging_calm,enter,loss_sl,-5.0,-1.0,2.656,5.803,0.5,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-14T19:09:42.631180-05:00,rsi_extreme,XAG-USDT,sell,90.0,3.29,,bull,70.4,True,True,False,,,1,,,bear_indecisive,enter,no_data,,,,,,,,,,
2026-06-14T19:52:11.022698-05:00,rsi_extreme,OPG-USDT,sell,90.0,74.87,,bull,0.3125,True,False,False,,,2,61.6,trending_strong,bear_indecisive,repeat_alert,tp_then_be,2.5,0.5,5.024,8.8,0.6,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-14T23:50:09.931553-05:00,rsi_extreme,ZRO-USDT,sell,90.1,11.61,,bull,1.05,True,True,False,,,1,35.3,trending_strong,bull_indecisive,enter,loss_sl,-5.0,-1.0,0.467,5.533,6.1,no,,,loss_sl,-1.0
2026-06-15T02:12:18.228115-05:00,rsi_extreme,ZRO-USDT,sell,90.1,15.55,,bull,1.07,True,False,False,,,2,46.3,trending_strong,bull_indecisive,repeat_alert,loss_sl,-5.0,-1.0,1.888,8.701,4.4,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-15T05:07:50.162184-05:00,rsi_extreme,AAVE-USDT,sell,90.0,11.31,,,73.84,True,True,,,,1,54.2,trending_strong,bull_indecisive,enter,loss_sl,-5.0,-1.0,1.083,5.065,5.8,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-15T06:37:29.595609-05:00,rsi_extreme,ZRO-USDT,sell,90.6,24.35,,,1.16,True,False,,,,3,54.8,trending_strong,bull_indecisive,repeat_alert,loss_sl,-5.0,-1.0,4.853,5.448,3.4,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-15T17:20:51.619826-05:00,rsi_extreme,XRP-USDT,sell,90.5,12.98,,,1.249,True,False,,,,1,60.6,trending_strong,bull_trending_moderate,enter,open,6.611,1.322,9.271,0.56,72.0,yes,open,1.276,open,1.197
2026-06-15T17:20:57.002624-05:00,rsi_extreme,XLM-USDT,sell,90.3,24.31,,,0.217,True,False,,,,1,56.6,trending_strong,bull_trending_moderate,enter,loss_sl,-5.0,-1.0,3.963,5.963,13.8,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-15T17:21:01.550540-05:00,rsi_extreme,ETH-USDT,sell,90.8,10.9,,,1807.61,True,True,,,,1,54.9,trending_strong,bull_trending_moderate,enter,open,5.368,1.074,7.514,1.776,72.0,yes,open,1.026,open,0.949
2026-06-15T17:21:04.383478-05:00,rsi_extreme,ZRO-USDT,sell,91.4,29.34,,,1.19,True,False,,,,4,53.3,trending_strong,bull_trending_moderate,repeat_alert,tp_then_be,2.5,0.5,9.655,0.059,13.0,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-15T22:00:59.592118-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bull,65668.8,,,,,1,1,,,bull_trending_moderate,counter_bias,loss_sl,-1.5,-1.0,0.025,1.994,5.8,,,,loss_sl,-1.0
2026-06-16T12:52:06.174201-05:00,rsi_extreme,SENT-USDT,sell,90.2,33.46,,bear,0.0203,True,False,True,,,1,54.1,trending_strong,bull_trending_moderate,enter,loss_sl,-5.0,-1.0,2.611,5.271,2.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-16T14:53:33.859348-05:00,rsi_extreme,SENT-USDT,sell,91.5,40.23,,bear,0.0209,True,False,True,,,2,58.8,trending_strong,bull_trending_moderate,repeat_alert,win_full,7.5,1.5,10.0,2.249,5.6,yes,win_full,1.5,win_full,1.375
2026-06-17T05:13:49.743607-05:00,oraclealgo,BTC-USDT,sell,,,MSS,stale-bear,64863.1,,,,,1,1,,,bull_indecisive,no_bias,loss_sl,-1.5,-1.0,0.454,1.52,5.7,,,,loss_sl,-1.0
2026-06-17T10:01:05.899875-05:00,rsi_extreme,TAC-USDT,sell,96.5,41.66,,,0.0225,True,False,,,,1,,,bull_indecisive,enter,no_data,,,,,,,,,,
2026-06-17T12:00:40.446456-05:00,oraclealgo,BTC-USDT,buy,,,,stale-bear,65840.5,,,,,1,2,,,bull_indecisive,no_bias,loss_sl,-1.5,-1.0,0.531,1.587,1.1,,,,loss_sl,-1.0
2026-06-17T12:29:19.420875-05:00,rsi_extreme,MITO-USDT,sell,90.3,34.81,,,0.0291,True,False,,,,1,48.5,trending_strong,bull_indecisive,enter,loss_sl,-5.0,-1.0,3.127,6.289,1.2,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-17T15:01:29.030165-05:00,oraclealgo,BTC-USDT,sell,,,,stale-bear,64233.5,,,,,1,3,,,bull_indecisive,no_bias,tp_then_be,1.0,0.667,3.06,0.888,67.2,,,,tp_then_be,0.5
2026-06-17T15:01:29.582543-05:00,oraclealgo,BTC-USDT,sell,,,BOS,stale-bear,64225.5,,,,,2,4,,,bull_indecisive,no_bias,tp_then_be,1.0,0.667,3.048,0.9,67.2,,,,tp_then_be,0.5
2026-06-18T00:00:32.581704-05:00,oraclealgo,BTC-USDT,sell,,,BOS,stale-bear,63850.5,,,,,1,5,,,bull_ranging_calm,no_bias,tp_then_be,1.0,0.667,2.478,1.249,48.2,,,,tp_then_be,0.5
2026-06-18T11:01:18.279677-05:00,oraclealgo,BTC-USDT,sell,,,BOS,stale-bear,62507.2,,,,,1,5,,,bull_ranging_calm,no_bias,loss_sl,-1.5,-1.0,0.383,1.851,31.9,,,,loss_sl,-1.0
2026-06-19T02:51:05.335103-05:00,rsi_extreme,HEI-USDT,sell,90.2,64.29,,,0.1381,True,False,,,,1,55.7,trending_strong,bear_ranging_calm,enter,loss_sl,-5.0,-1.0,3.758,5.402,0.8,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-19T23:59:05.501203-05:00,rsi_extreme,AXS-USDT,sell,90.0,24.39,,,1.16,True,False,,,,1,49.6,trending_strong,bear_ranging_calm,enter,loss_sl,-5.0,-1.0,3.836,6.034,17.2,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-20T01:00:10.368128-05:00,oraclealgo,BTC-USDT,buy,,,,stale-bear,63640.8,,,,,1,1,,,bear_ranging_calm,no_bias,tp_then_be,1.0,0.667,3.109,0.701,70.9,,,,tp_then_be,0.5
2026-06-20T05:57:54.421785-05:00,rsi_extreme,BEL-USDT,sell,90.0,64.8,,,0.1814,True,False,,,,1,47.5,trending_strong,bear_ranging_calm,enter,tp_then_be,2.5,0.5,6.158,2.861,0.3,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-20T13:58:39.544622-05:00,rsi_extreme,MANA-USDT,sell,90.0,21.61,,,0.0809,True,False,,,,1,60.8,trending_strong,bear_ranging_calm,enter,tp_then_be,2.5,0.5,5.056,0.185,6.2,yes,win_full,1.5,tp_then_be,0.375
2026-06-20T15:01:07.453246-05:00,oraclealgo,BTC-USDT,buy,,,BOS,stale-bear,63919.5,,,,,1,2,,,bear_ranging_calm,no_bias,tp_then_be,1.0,0.667,2.66,1.017,50.4,,,,tp_then_be,0.5
2026-06-20T19:02:20.634146-05:00,rsi_extreme,RESOLV-USDT,sell,90.3,43.4,,,0.0211,True,False,,,,1,47.4,trending_strong,bear_ranging_calm,enter,win_full,7.5,1.5,10.427,1.28,0.2,yes,win_full,1.5,win_full,1.375
2026-06-20T20:58:43.306509-05:00,rsi_extreme,HOME-USDT,buy,14.9,-19.2,,,0.0196,True,False,,,,1,37.3,trending_strong,bear_ranging_calm,enter,win_full,7.5,1.5,10.867,1.48,18.7,yes,win_full,1.5,win_full,1.375
2026-06-20T23:00:51.914512-05:00,oraclealgo,BTC-USDT,buy,,,BOS,stale-bear,64388.6,,,,,1,3,,,bear_ranging_calm,no_bias,loss_sl,-1.5,-1.0,0.31,1.638,19.5,,,,loss_sl,-1.0
2026-06-20T23:42:07.123654-05:00,rsi_extreme,BTR-USDT,sell,94.9,46.1,,,0.0266,True,False,,,,1,63.1,trending_strong,bear_ranging_calm,enter,tp_then_be,2.5,0.5,5.301,4.361,0.9,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-21T12:25:42.927632-05:00,rsi_extreme,STO-USDT,sell,90.8,32.09,,,0.0636,True,False,,,,1,28.3,trending_moderate,bull_ranging_calm,enter,win_full,7.5,1.5,10.786,0.0,0.2,yes,win_full,1.5,win_full,1.375
2026-06-21T16:01:12.884232-05:00,oraclealgo,BTC-USDT,sell,,,MSS,stale-bear,63808.3,,,,,1,2,,,bull_ranging_calm,no_bias,loss_sl,-1.5,-1.0,0.844,1.579,4.4,,,,loss_sl,-1.0
2026-06-21T17:00:49.986412-05:00,rsi_extreme,XAG-USDT,buy,14.0,-1.72,,,64.08,True,True,,,,1,,,bear_ranging_calm,enter,no_data,,,,,,,,,,
2026-06-21T19:01:25.965386-05:00,oraclealgo,BTC-USDT,sell,,,,bear,63351.7,,,,,1,3,,,bear_ranging_calm,enter,loss_sl,-1.5,-1.0,0.065,1.704,1.3,,,,loss_sl,-1.0
2026-06-21T21:00:15.699685-05:00,oraclealgo,BTC-USDT,buy,,,,bear,64641.6,,,,,1,4,,,bull_ranging_calm,counter_bias,loss_sl,-1.5,-1.0,1.513,1.591,26.9,,,,loss_sl,-1.0
2026-06-21T21:00:16.247251-05:00,oraclealgo,BTC-USDT,buy,,,MSS,bear,64641.6,,,,,2,5,,,bull_ranging_calm,counter_bias,loss_sl,-1.5,-1.0,1.513,1.591,26.9,,,,loss_sl,-1.0
2026-06-22T02:39:46.346752-05:00,rsi_extreme,UB-USDT,sell,90.0,63.48,,bear,0.1429,True,False,True,,,1,63.9,trending_strong,bull_ranging_calm,enter,tp_then_be,2.5,0.5,12.526,3.093,1.0,yes,win_full,1.5,tp_then_be,0.375
2026-06-22T04:13:43.370802-05:00,rsi_extreme,ZEST-USDT,sell,92.0,28.95,,,0.3243,True,False,,,,1,53.1,trending_strong,bull_ranging_calm,enter,win_full,7.5,1.5,10.971,0.278,1.2,yes,win_full,1.5,win_full,1.375
2026-06-22T05:49:16.384852-05:00,rsi_extreme,SOLAYER-USDT,sell,91.9,26.99,,,0.0847,True,False,,,,1,,,bull_ranging_calm,enter,no_data,,,,,,,,,,
2026-06-22T14:38:13.340657-05:00,rsi_extreme,SPCX-USDT,buy,14.9,-13.99,,bull,156.36,True,False,True,False,,1,39.4,trending_strong,bull_ranging_calm,enter,loss_sl,-5.0,-1.0,0.0,11.755,0.0,no,,,loss_sl,-1.0
2026-06-22T18:01:19.070354-05:00,oraclealgo,BTC-USDT,sell,,,,stale-bull,63888.3,,,,,1,4,,,bull_ranging_calm,no_bias,win_full,3.0,2.0,4.062,0.599,38.8,,,,win_full,1.5
2026-06-22T20:01:58.002589-05:00,rsi_extreme,DEXE-USDT,sell,90.1,61.02,,bear,22.92,True,False,True,False,,1,62.0,trending_strong,bull_ranging_calm,enter,tp_then_be,2.5,0.5,6.361,0.38,2.2,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-23T00:00:54.471389-05:00,oraclealgo,BTC-USDT,sell,,,MSS,bear,63633.3,,,,,1,2,,,bull_ranging_calm,enter,win_full,3.0,2.0,4.217,0.155,33.2,,,,win_full,1.5
2026-06-23T01:27:32.955739-05:00,rsi_extreme,SPCX-USDT,buy,14.6,-18.07,,bear,147.98,True,False,False,False,,2,58.6,trending_strong,bear_ranging_calm,repeat_alert,loss_sl,-5.0,-1.0,0.0,11.988,0.0,no,,,loss_sl,-1.0
2026-06-23T02:02:45.078196-05:00,rsi_extreme,EWY-USDT,buy,11.5,-9.14,,bear,195.37,True,True,False,False,,1,,,bull_ranging_calm,enter,no_data,,,,,,,,,,
2026-06-23T04:04:25.622606-05:00,rsi_extreme,EWY-USDT,buy,13.0,-9.23,,,195.51,True,True,,False,,2,,,bear_ranging_calm,repeat_alert,no_data,,,,,,,,,,
2026-06-23T15:07:14.040922-05:00,rsi_extreme,BEAT-USDT,sell,90.0,42.98,,,2.34,True,False,,False,,1,34.7,trending_strong,bear_ranging_calm,enter,loss_sl,-5.0,-1.0,2.252,5.402,0.7,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-23T20:00:48.693152-05:00,oraclealgo,BTC-USDT,buy,,,MSS,stale-bear,62980.7,,,,,1,2,,,bear_ranging_calm,no_bias,loss_sl,-1.5,-1.0,0.382,1.583,12.2,,,,loss_sl,-1.0
2026-06-24T06:01:23.781902-05:00,oraclealgo,BTC-USDT,sell,,,MSS,stale-bear,62443.4,,,,,1,2,,,bear_ranging_calm,no_bias,win_full,3.0,2.0,4.634,1.246,5.8,,,,win_full,1.5
2026-06-24T08:27:40.448589-05:00,rsi_extreme,ATOM-USDT,buy,14.8,-7.07,,,1.622,True,True,,True,,1,49.8,trending_strong,bear_ranging_calm,enter,open,-1.233,-0.247,3.391,4.562,72.0,yes,loss_sl,-1.0,open,-0.247
2026-06-24T11:52:52.884136-05:00,rsi_extreme,1000PEPE-USDT,buy,14.1,-9.23,,,0.002459,True,True,,False,,1,,,bear_indecisive,enter,no_data,,,,,,,,,,
2026-06-24T12:18:33.204808-05:00,rsi_extreme,DOGE-USDT,buy,15.0,-6.22,,,0.07387,True,True,,True,,1,41.9,trending_strong,bear_indecisive,enter,open,2.68,0.536,4.928,3.276,72.0,no,,,tp_then_be,0.375
2026-06-24T12:23:46.784766-05:00,rsi_extreme,HBAR-USDT,buy,15.0,-5.95,,,0.07325,True,True,,True,,1,36.9,trending_strong,bear_indecisive,enter,tp_then_be,2.5,0.5,5.392,0.109,17.8,yes,open,-0.252,tp_then_be,0.375
2026-06-24T13:02:00.734979-05:00,rsi_extreme,POL-USDT,buy,14.7,-7.44,,,0.07119,True,True,,True,,1,26.7,trending_moderate,bear_indecisive,enter,tp_then_be,2.5,0.5,5.9,4.102,42.7,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-24T17:00:11.503272-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,61090.0,,,,,1,3,,,bear_trending_moderate,counter_bias,loss_sl,-1.5,-1.0,1.415,1.657,15.7,,,,loss_sl,-1.0
2026-06-25T09:00:06.114438-05:00,rsi_extreme,MNT-USDT,buy,15.0,-8.64,,,0.4629,True,True,,True,,1,35.7,trending_strong,bear_trending_moderate,enter,loss_sl,-5.0,-1.0,2.42,5.12,7.3,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-25T09:01:29.591059-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bear,58654.0,,,,,1,2,,,bear_trending_moderate,enter,loss_sl,-1.5,-1.0,0.634,1.866,0.2,,,,loss_sl,-1.0
2026-06-25T09:01:31.221893-05:00,oraclealgo,BTC-USDT,sell,,,BOS,htf_bear,58654.0,,,,,2,3,,,bear_trending_moderate,already_open,loss_sl,-1.5,-1.0,0.634,1.866,0.2,,,,loss_sl,-1.0
2026-06-25T20:29:02.429800-05:00,rsi_extreme,MNT-USDT,buy,15.0,-13.57,,,0.4306,True,False,,False,,4,56.8,trending_strong,bear_trending_strong,repeat_alert,open,-1.393,-0.279,4.877,3.251,72.0,no,,,tp_then_be,0.375
2026-06-25T22:01:18.470620-05:00,oraclealgo,BTC-USDT,sell,,,BOS,htf_bear,58482.1,,,,,1,3,,,bear_trending_strong,enter,loss_sl,-1.5,-1.0,0.255,1.804,0.6,,,,loss_sl,-1.0
2026-06-25T22:30:14.031424-05:00,rsi_extreme,MNT-USDT,buy,14.7,-15.47,,,0.4246,True,False,,False,,5,59.4,trending_strong,bear_trending_strong,repeat_alert,tp_then_be,2.5,0.5,6.359,1.884,57.4,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-26T08:01:10.925430-05:00,rsi_extreme,MAGMA-USDT,sell,90.2,53.47,,,0.6628,True,False,,False,,1,49.6,trending_strong,bear_trending_strong,enter,tp_then_be,2.5,0.5,5.487,2.289,0.1,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-26T10:02:18.215664-05:00,rsi_extreme,MAGMA-USDT,sell,92.3,70.47,,,0.7198,True,False,,False,,2,55.3,trending_strong,bear_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,3.311,5.09,0.9,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-27T09:01:09.719566-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,60496.8,,,,,1,1,,,bear_trending_strong,counter_bias,loss_sl,-1.5,-1.0,0.734,1.501,26.8,,,,loss_sl,-1.0
2026-06-27T09:02:29.365195-05:00,rsi_extreme,PIEVERSE-USDT,sell,91.1,23.53,,,0.7842,True,False,,False,,1,50.7,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,3.8,5.343,1.2,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-27T11:01:19.883188-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,60788.6,,,,,1,2,,,bear_trending_strong,counter_bias,loss_sl,-1.5,-1.0,0.102,1.527,6.2,,,,loss_sl,-1.0
2026-06-27T11:02:39.336704-05:00,rsi_extreme,PIEVERSE-USDT,sell,93.0,27.44,,,0.8225,True,False,,False,,2,55.0,trending_strong,bear_trending_strong,repeat_alert,tp_then_be,2.5,0.5,6.723,3.866,8.2,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-27T12:05:43.349761-05:00,rsi_extreme,BSB-USDT,buy,14.7,-17.32,,,0.2516,True,False,,False,,1,,,bear_trending_strong,enter,no_data,,,,,,,,,,
2026-06-27T12:08:46.689811-05:00,rsi_extreme,RAVE-USDT,sell,91.2,28.13,,,0.2893,True,False,,False,,1,28.2,trending_moderate,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,52.16,0.0,no,,,loss_sl,-1.0
2026-06-27T13:03:03.312187-05:00,rsi_extreme,PIEVERSE-USDT,sell,93.8,28.65,,,0.8393,True,False,,False,,3,56.3,trending_strong,bear_trending_strong,repeat_alert,tp_then_be,2.5,0.5,8.59,1.787,7.6,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-27T14:06:42.218200-05:00,rsi_extreme,BSB-USDT,buy,13.4,-24.98,,,0.2328,True,False,,False,,2,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-27T15:00:57.903192-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,60171.0,,,,,1,3,,,bear_trending_strong,enter,tp_then_be,1.0,0.667,2.112,0.616,31.1,,,,tp_then_be,0.5
2026-06-27T23:35:52.618730-05:00,rsi_extreme,ACT-USDT,sell,90.2,26.39,,,0.0101,True,False,,False,,1,30.7,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,10.149,0.2,no,,,loss_sl,-1.0
2026-06-28T04:00:40.032618-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,60345.0,,,,,1,4,,,bear_trending_strong,counter_bias,loss_sl,-1.5,-1.0,0.202,1.564,8.6,,,,loss_sl,-1.0
2026-06-28T09:06:20.900147-05:00,rsi_extreme,MANTA-USDT,sell,90.3,30.05,,,0.1038,True,False,,False,,1,40.3,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,1.233,13.748,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-28T11:06:32.645220-05:00,rsi_extreme,MANTA-USDT,sell,97.1,82.59,,,0.1492,True,False,,False,,2,49.6,trending_strong,bear_trending_strong,repeat_alert,win_full,7.5,1.5,10.241,1.521,0.1,yes,win_full,1.5,win_full,1.375
2026-06-28T12:00:16.574735-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,59646.5,,,,,1,3,,,bear_trending_strong,already_open,loss_sl,-1.5,-1.0,1.252,1.842,19.1,,,,tp_then_be,0.5
2026-06-28T12:31:31.572332-05:00,rsi_extreme,MAGIC-USDT,sell,91.6,23.43,,,0.0513,True,False,,False,,1,30.4,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,10.721,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-28T15:01:13.750661-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bear,59471.7,,,,,1,3,,,bear_trending_strong,already_open,loss_sl,-1.5,-1.0,0.961,1.555,16.0,,,,loss_sl,-1.0
2026-06-29T02:49:06.055538-05:00,rsi_extreme,TAC-USDT,sell,91.9,47.32,,,0.0319,True,False,,False,,1,,,bear_trending_strong,enter,no_data,,,,,,,,,,
2026-06-29T04:50:03.362967-05:00,rsi_extreme,TAC-USDT,sell,96.8,131.17,,,0.0496,True,False,,False,,2,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-29T06:49:38.009122-05:00,rsi_extreme,TAC-USDT,sell,94.7,141.18,,,0.0517,True,False,,False,,3,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-29T09:05:03.246929-05:00,rsi_extreme,TAC-USDT,sell,90.0,159.94,,,0.0541,True,False,,False,,4,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-29T11:05:37.718574-05:00,rsi_extreme,TAC-USDT,sell,91.9,174.57,,,0.0598,True,False,,False,,5,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-29T11:05:39.023620-05:00,rsi_extreme,TAC-USDT,sell,91.9,174.29,,,0.0598,True,False,,False,,6,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-29T11:13:03.388817-05:00,rsi_extreme,ORDI-USDT,sell,90.1,29.54,,,4.12,True,False,,False,,1,44.5,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,4.951,5.485,1.5,yes,loss_sl,-1.0,tp_then_be,0.375
2026-06-29T13:00:30.960672-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,60336.4,,,,,1,2,,,bear_trending_strong,counter_bias,loss_sl,-1.5,-1.0,0.411,1.508,10.2,,,,loss_sl,-1.0
2026-06-29T13:13:46.101615-05:00,rsi_extreme,ORDI-USDT,sell,92.1,37.16,,,4.33,True,False,,False,,2,50.6,trending_strong,bear_trending_strong,repeat_alert,win_full,7.5,1.5,11.178,0.462,1.8,yes,win_full,1.5,win_full,1.375
2026-06-29T16:30:48.104450-05:00,rsi_extreme,UB-USDT,sell,90.6,45.84,,,0.1233,True,False,,False,,1,50.7,trending_strong,bear_trending_strong,enter,tp_then_be,2.5,0.5,5.247,1.963,4.3,yes,win_full,1.5,tp_then_be,0.375
2026-06-29T16:36:43.414553-05:00,rsi_extreme,AIGENSYN-USDT,sell,90.0,24.97,,,0.0286,True,False,,False,,1,56.6,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,2.448,7.203,1.5,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-29T17:00:16.142726-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,60440.0,,,,,1,2,,,bear_trending_strong,counter_bias,loss_sl,-1.5,-1.0,0.136,1.634,6.1,,,,loss_sl,-1.0
2026-06-29T18:37:25.538562-05:00,rsi_extreme,AIGENSYN-USDT,sell,92.9,36.5,,,0.0308,True,False,,False,,2,62.3,trending_strong,bear_trending_strong,repeat_alert,tp_then_be,2.5,0.5,7.37,1.526,1.2,yes,tp_then_be,0.5,tp_then_be,0.375
2026-06-29T20:08:41.489068-05:00,rsi_extreme,PAXG-USDT,buy,13.8,-2.88,,,3951.0,True,True,,False,,1,56.6,trending_strong,bear_trending_strong,enter,open,5.251,1.05,5.549,0.117,72.0,yes,open,0.998,open,0.925
2026-06-29T23:03:45.033384-05:00,rsi_extreme,TAIKO-USDT,sell,91.2,42.94,,,0.0922,True,False,,False,,1,37.9,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,30.141,0.0,yes,loss_sl,-1.0,loss_sl,-1.0
2026-06-30T08:00:47.206949-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,58469.8,,,,,1,3,,,bear_trending_strong,enter,loss_sl,-1.5,-1.0,1.123,1.556,15.7,,,,loss_sl,-1.0
2026-06-30T08:00:49.143290-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bear,58469.8,,,,,2,4,,,bear_trending_strong,already_open,loss_sl,-1.5,-1.0,1.123,1.556,15.7,,,,loss_sl,-1.0
2026-06-30T09:25:07.397716-05:00,rsi_extreme,IN-USDT,sell,90.1,65.94,,,0.1986,True,False,,False,,1,39.4,trending_strong,bear_trending_strong,enter,loss_sl,-5.0,-1.0,0.0,16.415,0.0,no,,,loss_sl,-1.0
2026-06-30T09:51:37.471187-05:00,rsi_extreme,CRCL-USDT,buy,15.0,-8.62,,,67.65,True,True,,False,,1,,,bear_trending_strong,enter,no_data,,,,,,,,,,
2026-06-30T11:25:25.107650-05:00,rsi_extreme,IN-USDT,sell,94.0,111.1,,,0.2592,True,False,,False,,2,46.9,trending_strong,bear_trending_strong,repeat_alert,loss_sl,-5.0,-1.0,0.0,29.9,0.0,no,,,loss_sl,-1.0
2026-06-30T11:53:12.635778-05:00,rsi_extreme,CRCL-USDT,buy,11.5,-11.97,,,64.76,True,True,,False,,2,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
2026-06-30T13:53:20.582918-05:00,rsi_extreme,CRCL-USDT,buy,10.5,-15.23,,,63.58,True,False,,False,,3,,,bear_trending_strong,repeat_alert,no_data,,,,,,,,,,
