ts,source,symbol,side,rsi_value,change_24h,oracle_type,btc_bias,entry_price,f_strength,f_chase,f_regime,confirm_would_fire,confluence_count,repeat_n,adx_value,adx_regime,btc_adx_regime,decision
2026-06-21T19:01:25.965386-05:00,oraclealgo,BTC-USDT,sell,,,,bear,63351.7,,,,,1,,,,bear_ranging_calm,enter
2026-06-21T21:00:15.699685-05:00,oraclealgo,BTC-USDT,buy,,,,bear,64641.6,,,,,1,,,,bull_ranging_calm,counter_bias
2026-06-21T21:00:16.247251-05:00,oraclealgo,BTC-USDT,buy,,,MSS,bear,64641.6,,,,,2,,,,bull_ranging_calm,counter_bias
2026-06-22T02:39:46.346752-05:00,rsi_extreme,UB-USDT,sell,90.0,63.48,,bear,0.1429,True,False,True,,,1,63.9,trending_strong,bull_ranging_calm,enter
2026-06-22T04:13:43.370802-05:00,rsi_extreme,ZEST-USDT,sell,92.0,28.95,,,0.3243,True,False,,,,1,53.1,trending_strong,bull_ranging_calm,enter
2026-06-22T05:49:16.384852-05:00,rsi_extreme,SOLAYER-USDT,sell,91.9,26.99,,,0.0847,True,False,,,,1,,,bull_ranging_calm,enter
2026-06-22T14:38:13.340657-05:00,rsi_extreme,SPCX-USDT,buy,14.9,-13.99,,bull,156.36,True,False,True,False,,1,39.4,trending_strong,bull_ranging_calm,enter
2026-06-22T18:01:19.070354-05:00,oraclealgo,BTC-USDT,sell,,,,stale-bull,63888.3,,,,,1,,,,bull_ranging_calm,no_bias
2026-06-22T20:01:58.002589-05:00,rsi_extreme,DEXE-USDT,sell,90.1,61.02,,bear,22.92,True,False,True,False,,1,62.0,trending_strong,bull_ranging_calm,enter
2026-06-23T00:00:54.471389-05:00,oraclealgo,BTC-USDT,sell,,,MSS,bear,63633.3,,,,,1,,,,bull_ranging_calm,enter
2026-06-23T01:27:32.955739-05:00,rsi_extreme,SPCX-USDT,buy,14.6,-18.07,,bear,147.98,True,False,False,False,,2,58.6,trending_strong,bear_ranging_calm,repeat_alert
2026-06-23T02:02:45.078196-05:00,rsi_extreme,EWY-USDT,buy,11.5,-9.14,,bear,195.37,True,True,False,False,,1,,,bull_ranging_calm,enter
2026-06-23T04:04:25.622606-05:00,rsi_extreme,EWY-USDT,buy,13.0,-9.23,,,195.51,True,True,,False,,2,,,bear_ranging_calm,repeat_alert
2026-06-23T15:07:14.040922-05:00,rsi_extreme,BEAT-USDT,sell,90.0,42.98,,,2.34,True,False,,False,,1,34.7,trending_strong,bear_ranging_calm,enter
2026-06-23T20:00:48.693152-05:00,oraclealgo,BTC-USDT,buy,,,MSS,stale-bear,62980.7,,,,,1,,,,bear_ranging_calm,no_bias
2026-06-24T06:01:23.781902-05:00,oraclealgo,BTC-USDT,sell,,,MSS,stale-bear,62443.4,,,,,1,,,,bear_ranging_calm,no_bias
2026-06-24T08:27:40.448589-05:00,rsi_extreme,ATOM-USDT,buy,14.8,-7.07,,,1.622,True,True,,True,,1,49.8,trending_strong,bear_ranging_calm,enter
2026-06-24T11:52:52.884136-05:00,rsi_extreme,1000PEPE-USDT,buy,14.1,-9.23,,,0.002459,True,True,,False,,1,,,bear_indecisive,enter
2026-06-24T12:18:33.204808-05:00,rsi_extreme,DOGE-USDT,buy,15.0,-6.22,,,0.07387,True,True,,True,,1,41.9,trending_strong,bear_indecisive,enter
2026-06-24T12:23:46.784766-05:00,rsi_extreme,HBAR-USDT,buy,15.0,-5.95,,,0.07325,True,True,,True,,1,36.9,trending_strong,bear_indecisive,enter
2026-06-24T13:02:00.734979-05:00,rsi_extreme,POL-USDT,buy,14.7,-7.44,,,0.07119,True,True,,True,,1,26.7,trending_moderate,bear_indecisive,enter
2026-06-24T17:00:11.503272-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,61090.0,,,,,1,,,,bear_trending_moderate,counter_bias
2026-06-25T09:00:06.114438-05:00,rsi_extreme,MNT-USDT,buy,15.0,-8.64,,,0.4629,True,True,,True,,1,35.7,trending_strong,bear_trending_moderate,enter
2026-06-25T09:01:29.591059-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bear,58654.0,,,,,1,,,,bear_trending_moderate,enter
2026-06-25T09:01:31.221893-05:00,oraclealgo,BTC-USDT,sell,,,BOS,htf_bear,58654.0,,,,,2,,,,bear_trending_moderate,already_open
2026-06-25T20:29:02.429800-05:00,rsi_extreme,MNT-USDT,buy,15.0,-13.57,,,0.4306,True,False,,False,,4,56.8,trending_strong,bear_trending_strong,repeat_alert
2026-06-25T22:01:18.470620-05:00,oraclealgo,BTC-USDT,sell,,,BOS,htf_bear,58482.1,,,,,1,,,,bear_trending_strong,enter
2026-06-25T22:30:14.031424-05:00,rsi_extreme,MNT-USDT,buy,14.7,-15.47,,,0.4246,True,False,,False,,5,59.4,trending_strong,bear_trending_strong,repeat_alert
2026-06-26T08:01:10.925430-05:00,rsi_extreme,MAGMA-USDT,sell,90.2,53.47,,,0.6628,True,False,,False,,1,49.6,trending_strong,bear_trending_strong,enter
2026-06-26T10:02:18.215664-05:00,rsi_extreme,MAGMA-USDT,sell,92.3,70.47,,,0.7198,True,False,,False,,2,55.3,trending_strong,bear_trending_strong,repeat_alert
2026-06-27T09:01:09.719566-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,60496.8,,,,,1,,,,bear_trending_strong,counter_bias
2026-06-27T09:02:29.365195-05:00,rsi_extreme,PIEVERSE-USDT,sell,91.1,23.53,,,0.7842,True,False,,False,,1,50.7,trending_strong,bear_trending_strong,enter
2026-06-27T11:01:19.883188-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,60788.6,,,,,1,,,,bear_trending_strong,counter_bias
2026-06-27T11:02:39.336704-05:00,rsi_extreme,PIEVERSE-USDT,sell,93.0,27.44,,,0.8225,True,False,,False,,2,55.0,trending_strong,bear_trending_strong,repeat_alert
2026-06-27T12:05:43.349761-05:00,rsi_extreme,BSB-USDT,buy,14.7,-17.32,,,0.2516,True,False,,False,,1,,,bear_trending_strong,enter
2026-06-27T12:08:46.689811-05:00,rsi_extreme,RAVE-USDT,sell,91.2,28.13,,,0.2893,True,False,,False,,1,28.2,trending_moderate,bear_trending_strong,enter
2026-06-27T13:03:03.312187-05:00,rsi_extreme,PIEVERSE-USDT,sell,93.8,28.65,,,0.8393,True,False,,False,,3,56.3,trending_strong,bear_trending_strong,repeat_alert
2026-06-27T14:06:42.218200-05:00,rsi_extreme,BSB-USDT,buy,13.4,-24.98,,,0.2328,True,False,,False,,2,,,bear_trending_strong,repeat_alert
2026-06-27T15:00:57.903192-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,60171.0,,,,,1,,,,bear_trending_strong,enter
2026-06-27T23:35:52.618730-05:00,rsi_extreme,ACT-USDT,sell,90.2,26.39,,,0.0101,True,False,,False,,1,30.7,trending_strong,bear_trending_strong,enter
2026-06-28T04:00:40.032618-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,60345.0,,,,,1,,,,bear_trending_strong,counter_bias
2026-06-28T09:06:20.900147-05:00,rsi_extreme,MANTA-USDT,sell,90.3,30.05,,,0.1038,True,False,,False,,1,40.3,trending_strong,bear_trending_strong,enter
2026-06-28T11:06:32.645220-05:00,rsi_extreme,MANTA-USDT,sell,97.1,82.59,,,0.1492,True,False,,False,,2,49.6,trending_strong,bear_trending_strong,repeat_alert
2026-06-28T12:00:16.574735-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,59646.5,,,,,1,,,,bear_trending_strong,already_open
2026-06-28T12:31:31.572332-05:00,rsi_extreme,MAGIC-USDT,sell,91.6,23.43,,,0.0513,True,False,,False,,1,30.4,trending_strong,bear_trending_strong,enter
2026-06-28T15:01:13.750661-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bear,59471.7,,,,,1,,,,bear_trending_strong,already_open
2026-06-29T02:49:06.055538-05:00,rsi_extreme,TAC-USDT,sell,91.9,47.32,,,0.0319,True,False,,False,,1,,,bear_trending_strong,enter
2026-06-29T04:50:03.362967-05:00,rsi_extreme,TAC-USDT,sell,96.8,131.17,,,0.0496,True,False,,False,,2,,,bear_trending_strong,repeat_alert
2026-06-29T06:49:38.009122-05:00,rsi_extreme,TAC-USDT,sell,94.7,141.18,,,0.0517,True,False,,False,,3,,,bear_trending_strong,repeat_alert
2026-06-29T09:05:03.246929-05:00,rsi_extreme,TAC-USDT,sell,90.0,159.94,,,0.0541,True,False,,False,,4,,,bear_trending_strong,repeat_alert
2026-06-29T11:05:37.718574-05:00,rsi_extreme,TAC-USDT,sell,91.9,174.57,,,0.0598,True,False,,False,,5,,,bear_trending_strong,repeat_alert
2026-06-29T11:05:39.023620-05:00,rsi_extreme,TAC-USDT,sell,91.9,174.29,,,0.0598,True,False,,False,,6,,,bear_trending_strong,repeat_alert
2026-06-29T11:13:03.388817-05:00,rsi_extreme,ORDI-USDT,sell,90.1,29.54,,,4.12,True,False,,False,,1,44.5,trending_strong,bear_trending_strong,enter
2026-06-29T13:00:30.960672-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,60336.4,,,,,1,,,,bear_trending_strong,counter_bias
2026-06-29T13:13:46.101615-05:00,rsi_extreme,ORDI-USDT,sell,92.1,37.16,,,4.33,True,False,,False,,2,50.6,trending_strong,bear_trending_strong,repeat_alert
2026-06-29T16:30:48.104450-05:00,rsi_extreme,UB-USDT,sell,90.6,45.84,,,0.1233,True,False,,False,,1,50.7,trending_strong,bear_trending_strong,enter
2026-06-29T16:36:43.414553-05:00,rsi_extreme,AIGENSYN-USDT,sell,90.0,24.97,,,0.0286,True,False,,False,,1,56.6,trending_strong,bear_trending_strong,enter
2026-06-29T17:00:16.142726-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,60440.0,,,,,1,,,,bear_trending_strong,counter_bias
2026-06-29T18:37:25.538562-05:00,rsi_extreme,AIGENSYN-USDT,sell,92.9,36.5,,,0.0308,True,False,,False,,2,62.3,trending_strong,bear_trending_strong,repeat_alert
2026-06-29T20:08:41.489068-05:00,rsi_extreme,PAXG-USDT,buy,13.8,-2.88,,,3951.0,True,True,,False,,1,56.6,trending_strong,bear_trending_strong,enter
2026-06-29T23:03:45.033384-05:00,rsi_extreme,TAIKO-USDT,sell,91.2,42.94,,,0.0922,True,False,,False,,1,37.9,trending_strong,bear_trending_strong,enter
2026-06-30T08:00:47.206949-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,58469.8,,,,,1,,,,bear_trending_strong,enter
2026-06-30T08:00:49.143290-05:00,oraclealgo,BTC-USDT,sell,,,,htf_bear,58469.8,,,,,2,,,,bear_trending_strong,already_open
2026-06-30T09:25:07.397716-05:00,rsi_extreme,IN-USDT,sell,90.1,65.94,,,0.1986,True,False,,False,,1,39.4,trending_strong,bear_trending_strong,enter
2026-06-30T09:51:37.471187-05:00,rsi_extreme,CRCL-USDT,buy,15.0,-8.62,,,67.65,True,True,,False,,1,,,bear_trending_strong,enter
2026-06-30T11:25:25.107650-05:00,rsi_extreme,IN-USDT,sell,94.0,111.1,,,0.2592,True,False,,False,,2,46.9,trending_strong,bear_trending_strong,repeat_alert
2026-06-30T11:53:12.635778-05:00,rsi_extreme,CRCL-USDT,buy,11.5,-11.97,,,64.76,True,True,,False,,2,,,bear_trending_strong,repeat_alert
2026-06-30T13:53:20.582918-05:00,rsi_extreme,CRCL-USDT,buy,10.5,-15.23,,,63.58,True,False,,False,,3,,,bear_trending_strong,repeat_alert
2026-06-30T15:53:50.764125-05:00,rsi_extreme,CRCL-USDT,buy,9.7,-17.87,,,62.52,True,False,,False,,4,,,bear_trending_strong,repeat_alert
2026-06-30T17:56:14.605900-05:00,rsi_extreme,CRCL-USDT,buy,14.9,-17.34,,,62.96,True,False,,False,,5,,,bear_trending_strong,repeat_alert
2026-06-30T20:14:19.083876-05:00,rsi_extreme,CRCL-USDT,buy,14.4,-17.0,,,62.34,True,False,,False,,6,,,bear_trending_strong,repeat_alert
2026-07-01T02:11:39.406032-05:00,rsi_extreme,CRCL-USDT,buy,14.8,-18.76,,,61.17,True,False,,False,,7,,,bear_trending_strong,repeat_alert
2026-07-01T09:00:20.887806-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,59400.4,,,,,1,,,,bear_trending_strong,counter_bias
2026-07-01T11:00:42.221489-05:00,oraclealgo,BTC-USDT,buy,,,,htf_bear,60114.3,,,,,1,,,,bear_trending_strong,counter_bias
2026-07-01T15:26:35.959224-05:00,rsi_extreme,TLM-USDT,sell,95.1,85.17,,bull,0.001574,True,False,False,False,,1,47.3,trending_strong,bear_trending_strong,enter
2026-07-01T17:00:36.115042-05:00,oraclealgo,BTC-USDT,buy,,,BOS,bull,60806.8,,,,,1,,,,bear_trending_strong,enter
2026-07-01T17:26:20.699996-05:00,rsi_extreme,TLM-USDT,sell,95.1,79.84,,bull,0.001527,True,False,False,False,,2,53.8,trending_strong,bear_trending_strong,repeat_alert
2026-07-01T17:42:07.724094-05:00,rsi_extreme,TAIKO-USDT,sell,91.3,490.3,,bull,0.4565,True,False,False,False,,1,77.6,trending_strong,bear_trending_strong,enter
2026-07-01T19:10:27.880379-05:00,rsi_extreme,AERGO-USDT,sell,90.7,42.91,,,0.0323,True,False,,False,,1,,,bear_trending_strong,enter
2026-07-01T20:00:18.034729-05:00,oraclealgo,BTC-USDT,sell,,,MSS,htf_bear,59713.0,,,,,1,,,,bear_trending_strong,enter
2026-07-01T23:56:37.037529-05:00,rsi_extreme,BIRB-USDT,sell,90.1,63.84,,,0.089,True,False,,False,,1,35.1,trending_strong,bear_trending_strong,enter
2026-07-02T01:08:36.068397-05:00,rsi_extreme,ME-USDT,sell,90.1,22.98,,,0.0723,True,False,,False,,1,38.5,trending_strong,bear_trending_strong,enter
2026-07-02T02:16:28.243669-05:00,rsi_extreme,BREV-USDT,sell,90.9,42.63,,,0.0981,True,False,,False,,1,41.8,trending_strong,bear_trending_strong,enter
2026-07-02T02:46:55.904856-05:00,rsi_extreme,VELVET-USDT,buy,15.0,-52.03,,,0.7505,True,False,,False,,1,18.6,ranging_calm,bear_trending_strong,enter
2026-07-02T04:23:44.484041-05:00,rsi_extreme,BREV-USDT,sell,90.0,55.99,,,0.1072,True,False,,False,,2,48.4,trending_strong,bear_trending_strong,repeat_alert
2026-07-02T04:47:22.327909-05:00,rsi_extreme,VELVET-USDT,buy,12.3,-66.0,,,0.5321,True,False,,False,,2,26.3,trending_moderate,bear_trending_strong,repeat_alert
2026-07-02T05:01:12.988384-05:00,oraclealgo,BTC-USDT,buy,,,MSS,htf_bear,61083.0,,,,,1,,,,bear_trending_strong,counter_bias
2026-07-02T06:53:22.437042-05:00,rsi_extreme,VELVET-USDT,buy,15.0,-63.0,,,0.5343,True,False,,False,,3,33.3,trending_strong,bear_trending_strong,repeat_alert
2026-07-02T08:54:13.169679-05:00,rsi_extreme,VELVET-USDT,buy,14.4,-64.57,,,0.509,True,False,,False,,4,38.8,trending_strong,bear_trending_strong,repeat_alert
2026-07-02T23:18:45.303323-05:00,rsi_extreme,ZKP-USDT,sell,92.0,37.27,,,0.0621,True,False,,False,,1,49.4,trending_strong,bear_trending_moderate,enter
2026-07-03T04:32:38.238609-05:00,rsi_extreme,ARPA-USDT,sell,93.9,38.88,,,0.011,True,False,,False,,1,47.1,trending_strong,bear_trending_moderate,enter
